mssValue,mssCount
0.0,0.002540220152411621
0.0,0.0008467400508038736
0.0,0.0022579734688150666
0.0,0.0022579734688150666
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.0712672876093734
0.0,0.0403612757550178
0.0,0.027095681625752377
0.0,0.002822466836022386
0.0,0.0008467400508038736
0.0,0.0
0.0,0.00014112334180538255
0.0,0.001411233418011193
0.0,0.0005644933672073194
0.0,0.0029635901778135576
0.0,0.001411233418011193
0.0,0.002540220152411621
-0.01336887544948695,4.51953232026311
0.0,0.002399096810620449
0.0,0.0016934801016077472
0.0,0.0029635901778135576
0.0,0.007620660457249073
0.0,0.0008467400508038736
0.0,0.0002822466836107651
0.0,0.002822466836022386
0.0,0.004798193621226687
0.0,0.0005644933672073194
0.0,0.011713237369463059
0.0,0.02723680496754355
0.0,0.01919277448490675
0.0,0.008185153824442182
0.0,0.059271803556313785
0.0,0.0005644933672073194
0.0,0.0033869602032154944
0.0,0.003528083545020877
0.0,0.0005644933672073194
0.0,0.0008467400508038736
0.0,0.09116567880327864
0.0,0.0005644933672073194
-0.0006094768057209876,0.003943428636503654
0.0,0.0036692068868262595
-0.005479106286429669,0.03855161504178284
0.0,0.00310471351961894
0.0,0.0002822466836107651
0.0,0.0043748235958247506
0.0,0.0005644933672073194
0.0,0.002540220152411621
0.0,0.0026813434942170034
0.0,0.07874682472481709
0.0,0.0005644933672073194
0.0,0.01241885407847576
0.0,0.0012701100762058104
0.0,0.317245272368055
0.0,0.017217047699688237
0.0,0.5246965848151319
0.0,0.0685859441151564
0.0,0.13745413491392355
-0.0042627287264167535,0.49578874259520944
0.0,0.0011289867344146387
0.0,0.013265594129279634
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.019616144510308686
0.0,0.002540220152411621
0.0,0.0008467400508038736
0.0,0.0022579734688150666
0.0,0.0022579734688150666
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.0712672876093734
0.0,0.0403612757550178
0.0,0.027095681625752377
0.0,0.002822466836022386
0.0,0.0008467400508038736
0.0,0.0
0.0,0.00014112334180538255
0.0,0.001411233418011193
0.0,0.0005644933672073194
0.0,0.0029635901778135576
0.0,0.001411233418011193
0.0,0.002540220152411621
-0.01336887544948695,4.51953232026311
0.0,0.002399096810620449
0.0,0.0016934801016077472
0.0,0.0029635901778135576
0.0,0.007620660457249073
0.0,0.0008467400508038736
0.0,0.0002822466836107651
0.0,0.002822466836022386
0.0,0.004798193621226687
0.0,0.0005644933672073194
0.0,0.011713237369463059
0.0,0.02723680496754355
0.0,0.01919277448490675
0.0,0.008185153824442182
0.0,0.059271803556313785
0.0,0.0005644933672073194
0.0,0.0033869602032154944
0.0,0.003528083545020877
0.0,0.0005644933672073194
0.0,0.0008467400508038736
0.0,0.09116567880327864
0.0,0.0005644933672073194
-0.0006094768057209876,0.003943428636503654
0.0,0.0036692068868262595
-0.005479106286429669,0.03855161504178284
0.0,0.00310471351961894
0.0,0.0002822466836107651
0.0,0.0043748235958247506
0.0,0.0005644933672073194
0.0,0.002540220152411621
0.0,0.0026813434942170034
0.0,0.07874682472481709
0.0,0.0005644933672073194
0.0,0.01241885407847576
0.0,0.0012701100762058104
0.0,0.317245272368055
0.0,0.017217047699688237
0.0,0.5246965848151319
0.0,0.0685859441151564
0.0,0.13745413491392355
-0.0042627287264167535,0.49578874259520944
0.0,0.0011289867344146387
0.0,0.013265594129279634
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.019616144510308686
0.0,0.002540220152411621
0.0,0.0008467400508038736
0.0,0.0022579734688150666
0.0,0.0022579734688150666
0.0,0.0002822466836107651
0.0,0.0002822466836107651
0.0,0.0712672876093734
