portNumber,portCount,byteCount
-2.3362314869300462,-0.000440650753457561,-0.30272938383041037
-0.4454527965353918,-0.0005551612128193995,-0.2801177923420255
-3.9164251272013644,0.10376159689286979,60.42738316869327
-2.8186529459635494,-0.00022434111453151218,-0.24852895671210717
-0.7102884550986346,0.00015964370079757373,0.28759962755248125
-0.7095564226183342,0.00038749487035616426,-0.04570057848286524
-69.85800506804662,-0.01312663938615799,-5.584556121946662
-45.43884544593311,0.023793406320546495,19.380164238980797
-5.429576080452534,-0.001569487162402794,0.19465076557662542
-2.807915322104236,-0.0005782221717147706,-0.38281954638478055
-2.4795759638655,-0.0004471694625642897,-0.32687990446629556
-1.653875346062705,-0.00025125593544572666,-0.2057055537825363
-0.23592399567132816,-7.121548565436342e-05,-0.03506984566774918
-3.649738256368437,0.0002778045493627701,0.44516795602794446
-1.65873769269092,-0.0004500158673828025,-0.23624186625238508
-3.633229742765252,-0.0007644301958364963,-0.47759275414591684
-2.476376468031958,-0.0006022965334508967,-0.3345393035915549
-3.893036358880636,-0.001097405943113472,-0.5457957062380956
-1041.6172704411365,0.4324625459779021,-56.48106709734748
-8.98778683218552,0.0024221299347502168,5.053964348843692
-3.1844138963497244,0.0012911315057024808,1.7373429517392651
-4.668448156859085,0.002482904632998384,3.7606051349021072
-15.262744690888212,0.00013677500135145237,2.179583708930295
-2.130386478776927,-8.82703053228795e-05,0.3015563213293717
-2.0065523791563464,-0.000522897563833169,-0.28676331181122805
-5.179198172954784,-0.001169090236238901,-0.681547548943854
-5.077918213115481,-0.0008937571826237445,-0.09297407474241481
-2.134162880865915,-0.0006409145139514294,-0.2820650495186783
-15.43633065076574,0.017766640676221357,13.486903740067646
-30.74292455278919,0.02081823822240736,15.085134724894488
-22.640960278869898,0.029507773018920602,22.016675297736583
-10.752504682757717,0.018808325659275482,18.019939025140047
-58.63239348906791,0.03908176305928279,26.922735657420162
-2.227251975615218,-0.0006280417913799852,-0.3259412095485459
-4.708917491589091,0.0030258243778256144,2.0919025191924447
-4.945821028988576,0.0015197487586959824,1.8985025774682072
-1.4333172669576015,-0.0003869944255470159,-0.23024513367181498
-1.837344884959748,0.0010639972126220698,1.6074112943360888
-171.1476386437207,-0.028219614370911472,-19.492845935298647
