tosValue,tosCount
0.0,0.008468595624606223
0.0,0.00308750882146569
-0.0013361180225555103,1.856628128216073
0.0,0.01570218772053522
0.0,0.00785109386026761
0.0,0.011997177134844605
-0.0040069404354783345,0.07171126372253411
0.0129940387377534,0.5153207749342528
-0.0020040002830583603,0.06505640502427923
0.0,0.00926252646439707
0.01210659147988391,-0.08063545492808544
0.016339769008766325,-0.07781333657550249
0.0,0.0003528581510749973
0.014928709832472187,-0.055941919342956226
0.0,0.0033521524347293052
0.014928709832472187,-0.07419749743621651
0.016267579335814908,-0.020091306442907353
0.016267579335814908,-0.019209238876499057
-0.00048022557037530333,-0.06865198790859495
-0.0013361180225555103,-0.01354297779909075
-0.0006305262074208784,0.018032255928176255
-0.0033394114583664702,0.0022153508759288343
0.0,0.013232180663408144
0.016267579335814908,-0.023354956438481622
-0.0013361180225555103,-0.0451182115264146
-0.0006681179385967795,0.0047829989289311925
0.0,0.0031757233592202283
-0.0020040002830583603,0.3501785498342542
-0.0033394114583664702,0.45773073752616256
-0.0026717647512759513,0.5849117667925157
-0.0026717647512759513,0.3019311671452556
-0.0040069404354783345,0.9689075254047452
0.016267579335814908,-0.025471918597759213
-0.0013361180225555103,0.02791054134007709
-0.0013361180225555103,0.0021564400876741274
0.0007431901676042685,-0.025560125354388674
0.0,0.032551164431936286
-0.0040069404354783345,0.5273628242938457
0.0,0.013408609738917221
-0.00800964371152535,-0.1378482282092932
-0.0033394114583664702,-0.10915048987885712
-0.01784182679386337,0.7930826624931342
0.0,0.03643260409319282
-0.0006681179385967795,0.060265048853921144
0.0,0.013408609738917221
-0.0006681179385967795,0.019337113774099635
-0.0006681179385967795,0.24585206481935984
-0.0020040002830583603,0.1174419769442352
-0.0006681179385967795,0.5214981793117204
0.0,0.005998588567422303
0.0,0.050635144671844046
0.0,0.0036167960479929206
0.0,3.563161609033216
0.0,0.2193013408610227
0.0,5.435426958362768
0.0,0.8749117854622455
0.0,1.7510585744531113
-0.012008116545498382,0.6852252474389502
0.0,0.006880733944967687
0.0,0.05045871559633497
0.0,0.016848976711401065
0.006462354774706469,-0.05779393451183523
0.0,0.0014996471418839974
-0.0013361180225555103,0.01847325081263307
0.0,0.008468595624606223
0.0,0.00308750882146569
-0.0013361180225555103,1.856628128216073
0.0,0.01570218772053522
0.0,0.00785109386026761
0.0,0.011997177134844605
-0.0040069404354783345,0.07171126372253411
0.0129940387377534,0.5153207749342528
-0.0020040002830583603,0.06505640502427923
0.0,0.00926252646439707
0.01210659147988391,-0.08063545492808544
0.016339769008766325,-0.07781333657550249
0.0,0.0003528581510749973
0.014928709832472187,-0.055941919342956226
0.0,0.0033521524347293052
0.014928709832472187,-0.07419749743621651
0.016267579335814908,-0.020091306442907353
0.016267579335814908,-0.019209238876499057
-0.00048022557037530333,-0.06865198790859495
-0.0013361180225555103,-0.01354297779909075
-0.0006305262074208784,0.018032255928176255
-0.0033394114583664702,0.0022153508759288343
0.0,0.013232180663408144
0.016267579335814908,-0.023354956438481622
-0.0013361180225555103,-0.0451182115264146
-0.0006681179385967795,0.0047829989289311925
0.0,0.0031757233592202283
-0.0020040002830583603,0.3501785498342542
-0.0033394114583664702,0.45773073752616256
-0.0026717647512759513,0.5849117667925157
-0.0026717647512759513,0.3019311671452556
-0.0040069404354783345,0.9689075254047452
0.016267579335814908,-0.025471918597759213
-0.0013361180225555103,0.02791054134007709
-0.0013361180225555103,0.0021564400876741274
0.0007431901676042685,-0.025560125354388674
0.0,0.032551164431936286
-0.0040069404354783345,0.5273628242938457
0.0,0.013408609738917221
-0.00800964371152535,-0.1378482282092932
-0.0033394114583664702,-0.10915048987885712
-0.01784182679386337,0.7930826624931342
0.0,0.03643260409319282
-0.0006681179385967795,0.060265048853921144
0.0,0.013408609738917221
-0.0006681179385967795,0.019337113774099635
-0.0006681179385967795,0.24585206481935984
-0.0020040002830583603,0.1174419769442352
-0.0006681179385967795,0.5214981793117204
0.0,0.005998588567422303
0.0,0.050635144671844046
0.0,0.0036167960479929206
0.0,3.563161609033216
0.0,0.2193013408610227
0.0,5.435426958362768
0.0,0.8749117854622455
0.0,1.7510585744531113
-0.012008116545498382,0.6852252474389502
0.0,0.006880733944967687
0.0,0.05045871559633497
0.0,0.016848976711401065
0.006462354774706469,-0.05779393451183523
0.0,0.0014996471418839974
-0.0013361180225555103,0.01847325081263307
0.0,0.008468595624606223
0.0,0.00308750882146569
-0.0013361180225555103,1.856628128216073
0.0,0.01570218772053522
0.0,0.00785109386026761
0.0,0.011997177134844605
-0.0040069404354783345,0.07171126372253411
